"date","pressure_average(hPa)","pressure_sea_level(hPa)","precipitation_sum(mm)","precipitation_max_1hour(mm)","precipitation_max_10minutes(mm)","temperature_average(℃)","temperature_max(℃)","temperature_min(℃)","humidity_average(%)","humidity_min(%)","wind_average_speed(m/s)","wind_max_speed(m/s)","wind_max_speed_direction(m/s)","wind_max_instantaneous_speed(m/s)","wind_max_instantaneous_direction(m/s)","sunshine_duration_(h)","snow_fall(cm)","snow_depth(cm)","weatherdaytime (06:00-18:00)","weathernighttime (18:00-06:00)","block_no","Source_Sheet"
2022-07-28,998.4,1014.3,31.5,30.5,7.5,25.9,32.1,23.3,92,65,2,8.7,"北北東",12.1,"北東",1.4,0,0,NA,NA,"47615","47615_2022_7"
2022-07-29,999.9,1015.7,NA,NA,NA,28.1,34.4,22.5,81,51,2.1,4.6,"東",6.5,"東",8.8,0,0,NA,NA,"47615","47615_2022_7"
2022-07-30,998.8,1014.6,NA,NA,NA,28.3,32.9,26,84,67,1.8,3.7,"東",5.1,"東",1.1,0,0,NA,NA,"47615","47615_2022_7"
2022-07-31,997.2,1012.9,NA,NA,NA,29.2,36.2,24.8,78,51,2.5,6.8,"北北東",9.6,"北北西",6.7,0,0,NA,NA,"47615","47615_2022_7"
2022-07-01,1001.1,1013.7,0,0,0,32.1,38.9,25.8,55,32,2.1,4.3,"東南東",8.3,"東北東",12.1,0,0,"晴、雷を伴う","晴一時曇、雷を伴う","47624","47624_2022_7"
2022-07-02,1000.5,1013.2,0,0,0,32,38.2,26.5,60,40,2.1,4.4,"東南東",7.9,"東南東",11.1,0,0,"晴後一時曇","曇時々晴","47624","47624_2022_7"
2022-07-03,998.1,1010.8,1,0.5,0.5,28.6,33.8,24.2,71,50,1.9,4.1,"南東",8.1,"北",3.3,0,0,"曇時々晴一時雨、雷を伴う","曇時々雨","47624","47624_2022_7"
2022-07-04,996.5,1009.3,0,0.5,0,26.6,30.7,23.6,76,57,1.6,4.5,"北",8.9,"北",1.8,0,0,"曇時々雨","晴後曇時々雨","47624","47624_2022_7"
2022-07-05,995.8,1008.7,24,16.5,8.5,25.5,30.5,22.8,87,62,1.5,3.7,"東",6,"東",0.2,0,0,"雨時々曇、雷を伴う","曇一時雨","47624","47624_2022_7"
2022-07-06,994.2,1006.9,0.5,0.5,0.5,27.3,33.5,23.7,76,51,1.8,4.4,"南東",8.1,"南東",6.4,0,0,"曇時々晴一時雨、雷を伴う","曇時々雨、雷を伴う","47624","47624_2022_7"
2022-07-07,996.9,1009.7,0.5,0.5,0.5,26.7,32,23.3,74,51,2.2,4.7,"東",8.3,"東南東",4.5,0,0,"曇時々晴一時雨","曇時々雨","47624","47624_2022_7"
2022-07-08,994.1,1006.9,0,0,0,26.5,31,23.9,68,53,1.7,4,"東",7,"東",2,0,0,"曇時々晴","曇一時雨","47624","47624_2022_7"
2022-07-09,990.3,1003,0,0,0,27.1,33.3,21.4,66,45,1.9,4.6,"東",8.1,"東",10.3,0,0,"晴時々曇","曇","47624","47624_2022_7"
2022-07-10,992.7,1005.4,0,0,0,28.5,34.5,24.5,68,46,1.9,3.9,"南東",7.3,"東",6.1,0,0,"曇時々晴","曇時々晴","47624","47624_2022_7"
2022-07-11,994.8,1007.5,0,0,0,29.1,34.5,25.8,68,46,2.2,5,"東",8.8,"東南東",6.2,0,0,"曇後時々晴","曇後一時雨","47624","47624_2022_7"
2022-07-12,994.6,1007.6,26.5,10.5,3,24.5,26.6,22.5,91,79,2,3.8,"東",6.8,"南東",0,0,0,"雨時々曇、雷を伴う","雨時々曇、雷を伴う","47624","47624_2022_7"
2022-07-13,993.1,1006,0,0,0,25,29.3,22.3,85,67,2,4.6,"東南東",8.8,"南東",1.6,0,0,"曇後時々雨、雷を伴う","曇時々雨","47624","47624_2022_7"
2022-07-14,992.2,1005.1,26.5,20.5,9.5,23.8,26.7,22.2,90,72,2,4.2,"東",8.3,"東",0,0,0,"雨時々曇","雨時々曇","47624","47624_2022_7"
2022-07-15,989.5,1002.5,31,16.5,11.5,22.8,25.1,21.5,96,86,2.3,4.3,"東",7.2,"東",0,0,0,"雨時々曇","雨時々曇、雷を伴う","47624","47624_2022_7"
2022-07-16,989.7,1002.6,7,2.5,1,23.4,26.5,21.4,91,73,1,2.2,"南南東",3.7,"南南東",0.1,0,0,"曇時々雨","雨時々曇","47624","47624_2022_7"
2022-07-17,987.7,1000.4,9,8.5,3.5,25.3,31.3,22.5,86,56,1.7,6,"北北西",11.5,"北北西",5.7,0,0,"曇時々雨一時晴、雷を伴う","曇一時雨、雷を伴う","47624","47624_2022_7"
2022-07-18,990.4,1003.1,0,0,0,27.7,33.1,22.3,73,47,1.7,3.6,"北西",6.3,"北西",6,0,0,"曇後一時晴","曇後一時雨","47624","47624_2022_7"
2022-07-19,989.1,1001.9,2,1,0.5,26,28.1,24.7,86,78,0.9,1.9,"北西",3.9,"北西",0.2,0,0,"雨時々曇","曇時々晴","47624","47624_2022_7"
2022-07-20,990.3,1003,0,0,0,27.8,32.3,24.1,63,43,3.2,6,"北",11.5,"北北西",3.6,0,0,"曇後一時晴","曇時々晴","47624","47624_2022_7"
2022-07-21,992.3,1005.1,1.5,1,0.5,26.9,32.2,23.1,73,53,2.1,3.5,"北西",6.6,"北",5,0,0,"曇時々晴一時雨","雨時々曇","47624","47624_2022_7"
2022-07-22,986.8,999.5,23.5,17.5,12.5,27.6,32.9,23.8,82,58,2,3.4,"東",9.4,"北北東",5.4,0,0,"雨時々曇後晴","晴一時雨、雷を伴う","47624","47624_2022_7"
2022-07-23,988.7,1001.3,0,0,0,28.4,34,23.5,65,44,3.1,6.7,"北",14.5,"北北西",11.5,0,0,"晴","曇一時雨","47624","47624_2022_7"
2022-07-24,994.1,1006.9,0,0,0,28.3,32.6,24.5,65,54,2,3.1,"南南東",6,"南",5.7,0,0,"曇時々晴","曇後時々晴","47624","47624_2022_7"
2022-07-25,996.7,1009.4,0,0,0,29.5,34.8,25,71,48,1.9,4.2,"東",7.4,"南南東",6.5,0,0,"晴時々曇","曇後時々晴","47624","47624_2022_7"
2022-07-26,997.5,1010.2,0,0,0,28.7,31.9,26.3,80,67,2,3.7,"東",7.2,"東",2.7,0,0,"曇一時晴","曇一時晴後雨、雷を伴う","47624","47624_2022_7"
2022-07-27,998.3,1011.1,1.5,1,0.5,28.5,32.9,25.5,81,61,1.5,4.7,"北北東",9.7,"北北東",2.3,0,0,"曇後一時雨、雷を伴う","曇時々雨後晴、雷を伴う","47624","47624_2022_7"
2022-07-28,1001.1,1014,21,18.5,6,27.6,34.4,23.8,81,56,2.1,4.3,"南",8,"北西",8.1,0,0,"晴後曇時々雨、雷を伴う","曇一時雨後晴、雷を伴う","47624","47624_2022_7"
2022-07-29,1002.5,1015.3,0,0,0,29.4,35.3,23,71,49,1.9,4.4,"東",7.7,"東南東",12.2,0,0,"晴後一時曇、雷を伴う","曇時々晴、雷を伴う","47624","47624_2022_7"
2022-07-30,1001.6,1014.4,0,0,0,29.7,35,26.1,73,56,1.7,3.5,"東",6.8,"東",8.3,0,0,"晴後時々曇、雷を伴う","曇、雷を伴う","47624","47624_2022_7"
2022-07-31,1000.1,1012.9,72.5,47,19.5,30.4,37.8,24.4,71,44,2.1,5.7,"北北西",9.6,"北北西",8.6,0,0,"晴時々曇、雷を伴う","大雨後曇時々晴、雷を伴う","47624","47624_2022_7"
2022-07-01,1010.4,1013.9,0,0,0,32.4,40,26.6,57,29,2.4,5.5,"南南東",9.9,"南南東",12.1,0,0,"晴後一時曇、雷を伴う","晴一時曇、雷を伴う","47626","47626_2022_7"
2022-07-02,1009.9,1013.4,0,0,0,31.6,37.9,26.5,64,39,2.3,5.2,"南東",8.3,"南南東",9.7,0,0,"曇時々晴","曇後時々晴","47626","47626_2022_7"
2022-07-03,1007.4,1011,0,0,0,28.3,33.4,25.1,75,60,1.8,5.7,"北東",9.9,"北北東",1.8,0,0,"曇一時晴後雨、雷を伴う","雨時々曇","47626","47626_2022_7"
2022-07-04,1005.8,1009.4,3,2,0.5,26.6,29.5,23.7,80,62,1.4,3.1,"南南東",5.1,"南東",0.7,0,0,"曇時々雨","晴時々曇","47626","47626_2022_7"
2022-07-05,1005.1,1008.7,0,0,0,26.8,31.8,24.1,80,55,2.1,4.9,"南",9.7,"南南西",1.4,0,0,"曇後一時雨","曇時々雨","47626","47626_2022_7"
2022-07-06,1003.5,1007.1,0,0,0,27.6,33.1,24,75,50,2.9,6.7,"東北東",11.5,"北東",3.5,0,0,"曇時々雨一時晴","曇時々雨","47626","47626_2022_7"
2022-07-07,1006.3,1009.9,0,0,0,27.1,32.7,23.7,71,49,2.5,5.3,"東",8.4,"東南東",5.4,0,0,"晴時々曇","曇一時雨","47626","47626_2022_7"
2022-07-08,1003.5,1007,0,0,0,27.3,32.8,24.1,63,46,2.3,4.3,"東南東",7.4,"北北東",4.3,0,0,"曇時々晴","曇後一時晴","47626","47626_2022_7"
2022-07-09,999.6,1003.2,0,0,0,27.3,34.7,21.7,64,41,2.7,5.5,"南",9.9,"南東",11,0,0,"晴時々曇","曇後一時雨","47626","47626_2022_7"
2022-07-10,1002.1,1005.6,0,0,0,28.8,35.4,24.6,69,45,2.9,5.8,"南東",10.3,"南南東",9.4,0,0,"晴時々曇","曇時々晴","47626","47626_2022_7"
2022-07-11,1004.2,1007.8,0,0,0,29.3,35.8,25.6,70,44,2.9,6.6,"南東",10.8,"東南東",7,0,0,"曇時々晴","曇後一時雨","47626","47626_2022_7"
2022-07-12,1003.9,1007.6,129.5,33,9.5,24.9,28.4,21.8,89,71,3.2,5.9,"北東",10.3,"東北東",0,0,0,"大雨時々曇、雷を伴う","大雨後一時曇、雷を伴う","47626","47626_2022_7"
2022-07-13,1002.5,1006.2,8.5,8.5,1,24.3,29.3,21.9,91,68,2.4,6.1,"東",10.7,"東北東",0.7,0,0,"曇時々雨","曇時々雨","47626","47626_2022_7"
2022-07-14,1001.6,1005.2,11,3,1,24.2,27.6,22.6,90,72,2.9,5,"東南東",7.8,"東南東",0.1,0,0,"曇時々雨","雨","47626","47626_2022_7"
2022-07-15,998.9,1002.5,49.5,17.5,6.5,23.6,25,22.6,98,90,2.5,3.9,"東",6.5,"北東",0,0,0,"雨、雷を伴う","大雨時々曇","47626","47626_2022_7"
2022-07-16,999,1002.6,39.5,27,9.5,23.3,25.1,21.3,93,82,1.2,3.2,"西北西",5.4,"西",0,0,0,"雨時々曇","雨時々曇","47626","47626_2022_7"
2022-07-17,996.8,1000.4,47.5,46,18.5,25.6,31.6,22.6,87,60,1.9,6.2,"西",11,"西",3.2,0,0,"曇一時雨後時々晴","大雨後曇時々晴、雷を伴う","47626","47626_2022_7"
2022-07-18,999.7,1003.2,0,0,0,27.9,34,22.1,75,45,1.7,3.7,"南南東",6.6,"南東",6.9,0,0,"曇時々晴一時雨","曇一時雨","47626","47626_2022_7"
2022-07-19,998.3,1001.9,0.5,0.5,0.5,26.8,27.9,25.3,86,77,1.4,3.3,"東北東",5.6,"東北東",0,0,0,"雨時々曇","曇後一時雨","47626","47626_2022_7"
2022-07-20,999,1002.5,0,0,0,29,34.2,24.5,62,39,3.6,7,"北西",13,"北西",5.7,0,0,"曇後一時晴","曇時々晴","47626","47626_2022_7"
2022-07-21,1001.5,1005.1,0,0,0,27.8,33.5,23.9,73,54,2.3,5.1,"南南東",10.9,"南東",4.9,0,0,"曇後一時晴一時雨","曇時々雨","47626","47626_2022_7"
2022-07-22,996,999.6,2,2,0.5,27.9,32.3,25.7,82,66,2.2,4.5,"東北東",6.7,"東北東",4.2,0,0,"雨後曇時々晴","晴後時々曇、雷を伴う","47626","47626_2022_7"
2022-07-23,997.5,1001.1,0,0,0,30.1,36.2,24,64,38,2.6,4.4,"北西",8.2,"北西",11.7,0,0,"晴","曇時々雨一時晴","47626","47626_2022_7"
2022-07-24,1003.3,1006.9,0,0,0,29.1,33.9,26.2,66,49,2.4,4.3,"南南東",6.7,"南東",5.2,0,0,"曇時々晴","曇時々晴","47626","47626_2022_7"
2022-07-25,1006,1009.6,0,0,0,29.6,36.1,24.5,73,45,2.5,4.9,"南南東",8.8,"南東",10.8,0,0,"晴時々曇","曇一時晴後一時雨","47626","47626_2022_7"
2022-07-26,1006.8,1010.4,0,0,0,28.3,30.9,26.7,85,74,1.9,4.3,"南南東",7.8,"南南西",0.3,0,0,"曇時々雨","曇","47626","47626_2022_7"
2022-07-27,1007.4,1011,3.5,3.5,3.5,29.6,35.7,26.2,78,54,2.5,5.1,"東北東",8.3,"北",6.2,0,0,"曇後一時雨一時晴、雷を伴う","曇一時雨、雷を伴う","47626","47626_2022_7"
2022-07-28,1010.4,1014,44.5,44,19,27.9,34.9,22.9,81,53,2.3,9,"東北東",16.7,"東北東",4.1,0,0,"曇後一時雨、雷を伴う","大雨後曇時々晴、雷を伴う","47626","47626_2022_7"
2022-07-29,1011.8,1015.4,0,0,0,29.2,36.7,22.8,73,46,2.3,4.9,"南東",7.6,"南南東",11.2,0,0,"晴、雷を伴う","晴時々曇、雷を伴う","47626","47626_2022_7"
2022-07-30,1010.9,1014.4,0,0,0,29.3,35.2,25.7,79,59,1.9,4.7,"西南西",7.7,"東",6.1,0,0,"晴後曇一時雨、雷を伴う","曇","47626","47626_2022_7"
2022-07-31,1009.3,1012.8,0,0,0,30.9,38.4,25.6,72,43,2.5,6.5,"西北西",11.8,"北西",7.2,0,0,"曇時々晴","曇一時雨、雷を伴う","47626","47626_2022_7"
2022-07-01,987.8,1013.8,0,0,0,30.7,38.4,23.9,61,30,1.8,5,"東南東",7.8,"東南東",11.9,0,0,NA,NA,"47641","47641_2022_7"
2022-07-02,987.7,1013.8,0,0,0,29.2,36,24,70,47,1.6,4.8,"東南東",7,"東南東",4,0,0,NA,NA,"47641","47641_2022_7"
2022-07-03,984.3,1010.6,0,0,0,26,30.9,23.4,83,65,1.6,3.5,"西南西",5.5,"西南西",0,0,0,NA,NA,"47641","47641_2022_7"
2022-07-04,983.3,1009.8,5,3.5,1,24.2,28.3,21.4,88,70,1.4,3,"南西",4.9,"西南西",0.4,0,0,NA,NA,"47641","47641_2022_7"
2022-07-05,982.3,1008.8,9.5,3.5,1,24.1,29.6,21.3,89,63,1.2,4.3,"北西",6.4,"北西",2.6,0,0,NA,NA,"47641","47641_2022_7"
2022-07-06,981,1007.2,4,2.5,1,25.8,32,22.4,81,55,1.6,5.3,"東",8.1,"東",3.4,0,0,NA,NA,"47641","47641_2022_7"
2022-07-07,983.5,1009.8,1,1,0.5,25.4,31.1,21.8,78,51,2.1,6.1,"東南東",9.3,"東南東",3.8,0,0,NA,NA,"47641","47641_2022_7"
2022-07-08,980.6,1006.9,0,0,0,25.5,31.3,22.1,73,52,1.8,4.6,"東南東",7.3,"東南東",3.9,0,0,NA,NA,"47641","47641_2022_7"
2022-07-09,976.8,1003,0,0,0,25.7,31.8,20.2,74,53,1.7,4.6,"東",6.9,"東",9.1,0,0,NA,NA,"47641","47641_2022_7"
2022-07-10,979.2,1005.3,0,0,0,27.5,33.3,22.9,75,51,1.8,4.5,"東南東",7.3,"東南東",7.8,0,0,NA,NA,"47641","47641_2022_7"
2022-07-11,981.3,1007.3,0,0,0,28.2,33.9,23.4,71,49,2.4,5.5,"東",8.9,"東",7.9,0,0,NA,NA,"47641","47641_2022_7"
2022-07-12,980.8,1007.2,37.5,25.5,8.5,24.3,27.5,20.9,90,74,2.2,6.2,"北北西",11.8,"北",0,0,0,NA,NA,"47641","47641_2022_7"
2022-07-13,979.6,1006,11,2.5,1,23.4,27.8,21,93,72,1.6,3.8,"北",5.9,"北",0.4,0,0,NA,NA,"47641","47641_2022_7"
2022-07-14,978.5,1005,5,1.5,0.5,22.7,25.1,21.3,96,79,2,4,"東北東",6.5,"東北東",0,0,0,NA,NA,"47641","47641_2022_7"
2022-07-15,975.7,1002.1,7,3.5,1,23.2,25.6,21.8,96,81,1.5,3.8,"東",5.8,"東",0,0,0,NA,NA,"47641","47641_2022_7"
2022-07-16,976.3,1002.8,16.5,4,1,21.8,23.2,21,97,85,1.1,2.9,"北",4.6,"南",0,0,0,NA,NA,"47641","47641_2022_7"
2022-07-17,974.3,1000.5,0.5,1.5,0.5,24.2,29.6,20.5,88,68,1.5,5.3,"北北東",9.1,"北",3.7,0,0,NA,NA,"47641","47641_2022_7"
2022-07-18,977.2,1003.3,0,0,0,26,32.1,20.2,82,55,1.5,4.1,"東南東",7,"東",5,0,0,NA,NA,"47641","47641_2022_7"
2022-07-19,975.9,1002.1,2,1,0.5,24.3,25.5,22.9,94,85,1.1,2.2,"南南西",3.7,"南南東",0,0,0,NA,NA,"47641","47641_2022_7"
2022-07-20,977.1,1003.2,0,0,0,26.2,32.2,21.7,77,47,1.8,5.6,"北北西",10.6,"北北西",5,0,0,NA,NA,"47641","47641_2022_7"
2022-07-21,978.9,1005.1,0,0,0,25.6,30.8,20.2,81,59,1.5,3.8,"北",6,"東南東",4.5,0,0,NA,NA,"47641","47641_2022_7"
2022-07-22,973.5,999.5,3,2.5,1,26.3,30.8,23.8,88,68,1.3,3.3,"北北西",4.8,"北北西",1.9,0,0,NA,NA,"47641","47641_2022_7"
2022-07-23,975.3,1001.2,0,0,0,28.2,35,23.3,68,43,1.8,4.4,"北",8,"北北東",8.9,0,0,NA,NA,"47641","47641_2022_7"
2022-07-24,980.9,1007.1,0,0,0,26.1,30.9,22,80,64,1.4,3.3,"南西",4.7,"南西",2.1,0,0,NA,NA,"47641","47641_2022_7"
2022-07-25,983.3,1009.4,0,0,0,27.9,34.6,21.7,76,48,1.8,4.6,"東南東",9.8,"東",8.1,0,0,NA,NA,"47641","47641_2022_7"
2022-07-26,984.2,1010.4,0,0,0,26.7,31.4,24.6,87,65,1.3,3.1,"東",5.1,"北東",0.9,0,0,NA,NA,"47641","47641_2022_7"
2022-07-27,984.9,1011,7.5,6,4.5,28.2,33.1,24.5,84,65,1.7,4.8,"北",8.2,"北",5.2,0,0,NA,NA,"47641","47641_2022_7"
2022-07-28,987.7,1014.1,19,14,5,26.3,33.3,21.6,87,60,1.8,6.2,"西南西",12.6,"南西",4.1,0,0,NA,NA,"47641","47641_2022_7"
2022-07-29,989.1,1015.4,0,0,0,27.6,35.9,20.1,78,46,1.8,4.7,"西南西",7.7,"西南西",10.7,0,0,NA,NA,"47641","47641_2022_7"
2022-07-30,988.4,1014.7,0.5,0.5,0.5,26.8,35.6,23.4,86,53,1.6,5.4,"西",10.7,"西北西",7.6,0,0,NA,NA,"47641","47641_2022_7"
2022-07-31,986.9,1013.1,55.5,52,18.5,28.5,36.7,23.1,79,40,1.7,5,"北西",9.2,"北西",7.4,0,0,NA,NA,"47641","47641_2022_7"
2022-07-01,1011.6,1014.4,0,0,0,30.4,37,25.4,68,42,2.7,5.6,"南東",9.4,"南東",11.5,0,0,"晴","晴","47662","47662_2022_7"
2022-07-02,1011.1,1013.8,0,0,0,29.5,35.2,25.4,72,53,2.9,6.1,"南東",9.9,"南東",10.6,0,0,"晴一時薄曇","晴時々薄曇","47662","47662_2022_7"
2022-07-03,1008.1,1010.9,0,0,0,28.9,35.3,25.2,74,54,2.1,5.4,"南",9,"南西",2.7,0,0,"曇時々雨","曇","47662","47662_2022_7"
2022-07-04,1006.7,1009.5,3.5,2.5,1,26.5,29.3,24.4,81,66,2,4,"南南東",7.3,"南南西",0.1,0,0,"雨時々曇","曇時々晴","47662","47662_2022_7"
2022-07-05,1006.2,1008.9,2,1.5,0.5,26.2,32.1,23.9,81,55,3.2,7.6,"南南西",14.9,"南西",3.5,0,0,"曇後時々雨","雨時々曇","47662","47662_2022_7"
2022-07-06,1003.8,1006.5,0,1.5,0,26,31.1,23.6,82,59,3.5,6.6,"北北東",12.5,"北北東",1,0,0,"曇","曇","47662","47662_2022_7"
2022-07-07,1007.2,1010,0,0,0,25.5,31.4,23.1,77,57,2.9,5.4,"北東",9.8,"北東",3.3,0,0,"曇後時々晴","晴後一時曇","47662","47662_2022_7"
2022-07-08,1004.2,1007,0,0,0,26,31,22.4,67,50,2.6,5,"東北東",8.8,"北北東",5.1,0,0,"曇後晴","曇時々晴","47662","47662_2022_7"
2022-07-09,1000.8,1003.5,0,0,0,26.6,32,21.8,68,49,2.8,6.6,"南東",10.7,"南東",10.8,0,0,"薄曇後一時晴","曇後一時雨","47662","47662_2022_7"
2022-07-10,1003.4,1006.1,0,0,0,27.4,31.8,24.3,75,58,4,7,"南南東",11.4,"南南東",7.3,0,0,"曇時々雨後晴","曇時々晴","47662","47662_2022_7"
2022-07-11,1005.3,1008,0,0,0,28.1,34.4,24.9,75,46,2.9,6.1,"南東",9.9,"南東",7.3,0,0,"薄曇時々晴","曇","47662","47662_2022_7"
2022-07-12,1004.6,1007.4,32,18,5.5,25.9,28.5,22.7,85,69,2.8,6.3,"南東",9.7,"東南東",0,0,0,"曇一時雨","大雨","47662","47662_2022_7"
2022-07-13,1002.9,1005.7,53,26,6.5,23.7,25.2,22.6,98,92,2.2,4.4,"東",6.7,"東南東",0,0,0,"雨時々曇","曇時々雨","47662","47662_2022_7"
2022-07-14,1002.2,1005,22.5,6.5,2,23.8,26.9,22.8,95,78,2.5,4.4,"北東",7.4,"北東",0.1,0,0,"雨時々曇","雨時々曇","47662","47662_2022_7"
2022-07-15,999.7,1002.5,61.5,20,7.5,23.8,25.3,23,99,90,2,5.4,"南東",8.1,"南南東",0,0,0,"大雨時々曇","雨時々曇","47662","47662_2022_7"
2022-07-16,999.9,1002.7,9,3.5,1,23.5,24.7,22.6,100,98,1.9,4.5,"南",7.6,"南南西",0,0,0,"雨時々霧雨一時曇","雨時々曇","47662","47662_2022_7"
2022-07-17,997.8,1000.6,1.5,4,1,25.4,29.8,22.1,89,74,3,6.1,"南東",9.4,"南南東",5.5,0,0,"曇一時晴","晴時々曇","47662","47662_2022_7"
2022-07-18,1000.7,1003.4,0,0,0,27.5,32.2,23.1,79,57,2.2,5.4,"南東",7.6,"南南東",7.3,0,0,"薄曇一時晴","曇","47662","47662_2022_7"
2022-07-19,999,1001.7,0,0,0,27.4,31.6,25.6,83,67,3.1,6.6,"南南西",12.2,"南西",0.4,0,0,"雨時々曇","曇一時晴","47662","47662_2022_7"
2022-07-20,999.6,1002.3,0,0,0,29.7,34.5,24.8,65,39,3.3,8,"北西",14,"北西",8.1,0,0,"薄曇","曇時々晴","47662","47662_2022_7"
2022-07-21,1002.6,1005.3,0,0,0,28.1,32.8,25,74,57,3.6,7.6,"南南東",11.9,"南南東",6.3,0,0,"薄曇後一時雨","曇一時雨","47662","47662_2022_7"
2022-07-22,997,999.7,1.5,1.5,1,28.3,32.8,26.1,81,61,4.5,6.5,"南",11.5,"南南西",7.2,0,0,"曇時々晴一時雨","晴後一時曇","47662","47662_2022_7"
2022-07-23,998.5,1001.2,0,0,0,28.7,33.6,25.1,74,53,2.7,5.5,"南南東",8.4,"南南東",8.1,0,0,"晴","晴時々曇","47662","47662_2022_7"
2022-07-24,1004.3,1007,0,0,0,28.3,32.8,24.9,73,54,3.3,7.4,"南東",11.2,"南",9.3,0,0,"晴時々曇","晴時々薄曇","47662","47662_2022_7"
2022-07-25,1007.2,1009.9,0,0,0,29.2,33.5,25.5,73,51,4.3,6.9,"南東",11.9,"南南東",11.2,0,0,"晴時々薄曇","曇時々雨","47662","47662_2022_7"
2022-07-26,1008.3,1011,45.5,16.5,9.5,26.6,29.1,24.9,94,84,3.5,6.6,"南",12.4,"南",0.6,0,0,"大雨時々曇","曇","47662","47662_2022_7"
2022-07-27,1008.9,1011.6,0,0,0,29.4,33.6,26.2,76,61,4.9,7.7,"南",13.7,"南",10.7,0,0,"曇時々晴","晴","47662","47662_2022_7"
2022-07-28,1011.4,1014.1,1,1,1,28.8,32.9,25.5,80,60,3.7,7.4,"南",11.5,"南",8.3,0,0,"晴時々薄曇","曇一時雨","47662","47662_2022_7"
2022-07-29,1012.9,1015.6,0,0,0,29.1,33.9,24.6,76,57,3.2,6.7,"南東",10.2,"南南東",11.7,0,0,"晴一時曇","晴後一時曇","47662","47662_2022_7"
2022-07-30,1011.7,1014.4,0,0,0,29.9,34.5,26.5,75,58,2.7,6.1,"南東",9.2,"南南東",8.9,0,0,"晴","晴","47662","47662_2022_7"
2022-07-31,1010.1,1012.8,0,0,0,30.8,35,27.2,74,57,2.4,5.3,"南南東",8.2,"北北西",9.5,0,0,"晴","晴時々薄曇","47662","47662_2022_7"
2022-07-01,1007.3,1015.9,0,0,0,26.9,30,25.3,89,76,5.3,7.3,"南南西",11.1,"南南東",9.9,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-02,1007,1015.6,0,0,0,26.6,29.7,24.9,89,71,5.6,7.6,"南",11.6,"南",9.7,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-03,1004,1012.6,0,0,0,26.5,29.7,24.9,89,78,5.3,8.1,"南南西",11.5,"南",0.8,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-04,1002.5,1011.1,1.5,1,0.5,24.8,26.9,23.4,96,90,5.6,8.9,"南南西",13.1,"南南西",0.1,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-05,1000.8,1009.4,75.5,45.5,13.5,24.2,26.2,22.5,96,86,5.2,10.1,"南南西",18.3,"南南東",0.1,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-06,997.2,1005.7,1,1,0.5,25.4,31,22.9,88,62,4.8,8.8,"北北東",16.5,"北北東",3.7,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-07,1000.9,1009.5,0,0,0,24.8,28.5,22.5,84,66,4.9,8.5,"北東",13.8,"北東",10,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-08,998.4,1007,0,0,0,25,29.6,22.2,78,56,3.6,6.4,"北北東",10,"北東",9.6,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-09,995.8,1004.4,3.5,1.5,0.5,24.2,28.1,20.6,89,72,3,7.9,"南西",14,"南南西",1.8,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-10,998.3,1006.9,0.5,0.5,0.5,25.6,29.6,22.2,90,71,3.7,8.3,"南西",10.8,"南西",6.1,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-11,999.7,1008.3,0,0,0,25.6,30.8,21.8,88,66,2.2,4.7,"南西",6.4,"南西",11,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-12,998.9,1007.5,24,17,6.5,25.5,30.2,22.5,89,68,2.2,4.9,"南西",7.4,"南西",3.4,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-13,996.6,1005.2,13.5,13,8.5,24.3,27.8,22.6,93,80,2.7,6.2,"東",9.8,"東南東",0.7,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-14,995.7,1004.3,15.5,11.5,4.5,24.8,29.2,22.8,90,70,3.1,5.4,"北東",9,"北東",2.3,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-15,993.4,1002,35.5,13.5,6.5,24,25.6,23.1,99,95,1.7,4.9,"南",8.3,"南",0.2,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-16,994.2,1002.8,71.5,42.5,20.5,24.1,26.7,21.3,96,86,3.6,7.6,"西南西",15.5,"西南西",0,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-17,992.6,1001.1,3.5,2.5,0.5,25.7,29.7,21.5,91,69,5.1,8.6,"南",14.1,"南",6.6,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-18,996.4,1004.9,0,0,0,26.6,29.5,25.2,90,79,6.2,9,"南南西",12.9,"南西",5.3,NA,NA,NA,NA,"47675","47675_2022_7"
2022-07-19,995.3,1003.8,7,4.5,4,26.4,27.1,25.4,98,96,8.3,12.1,"南南西",18.9,"南南西",0,NA,NA,NA,NA,"47675","47675_2022_7"
